Depth,Well Name,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
2825.0,STUART,73.971,0.632,9.7,12.55,3.3960000000000004,1,0.2
2825.5,STUART,74.314,0.622,8.8,13.1,3.1439999999999997,1,0.17800000000000002
2826.0,STUART,77.031,0.583,4.8,16.2,3.034,1,0.156
2826.5,STUART,74.469,0.517,4.8,19.2,2.931,1,0.133
2827.0,STUART,73.327,0.489,6.3,20.35,2.88,1,0.111
2827.5,STUART,74.575,0.526,4.9,19.25,2.795,1,0.08900000000000001
2828.0,STUART,70.536,0.5579999999999999,6.5,17.05,3.009,1,0.067
2828.5,STUART,62.93899999999999,0.528,7.6,18.8,3.073,1,0.044000000000000004
2829.0,STUART,57.137,0.511,10.9,19.15,3.313,1,0.022000000000000002
2829.5,STUART,47.345,0.584,7.0,16.3,3.5269999999999997,2,1.0
2830.0,STUART,35.733000000000004,0.73,6.4,10.2,3.928,2,0.987
2830.5,STUART,29.326999999999998,0.873,2.7,7.85,4.33,2,0.9740000000000001
2831.0,STUART,28.241999999999997,0.963,1.4,6.3,4.413,2,0.961
2831.5,STUART,34.558,1.018,1.8,5.6,4.511,2,0.9470000000000001
2832.0,STUART,43.754,1.054,1.8,5.2,4.412,2,0.934
2832.5,STUART,53.611999999999995,1.067,1.5,5.05,4.226,2,0.9209999999999999
2833.0,STUART,60.718999999999994,1.0390000000000001,1.9,4.85,3.931,2,0.9079999999999999
2833.5,STUART,66.538,0.94,2.7,5.45,3.7030000000000003,2,0.895
2834.0,STUART,75.52199999999999,0.8009999999999999,4.0,7.3,3.5010000000000003,2,0.882
2834.5,STUART,95.979,0.6920000000000001,6.5,9.55,3.346,2,0.868
2835.0,STUART,130.26,0.644,8.3,11.15,3.242,2,0.855
2835.5,STUART,160.167,0.643,9.3,12.15,3.2939999999999996,2,0.8420000000000001
2836.0,STUART,176.528,0.6729999999999999,9.1,12.05,3.298,2,0.8290000000000001
2836.5,STUART,175.622,0.72,8.9,12.15,3.3489999999999998,2,0.816
2837.0,STUART,153.965,0.7559999999999999,7.6,11.9,3.31,2,0.8029999999999999
2837.5,STUART,120.07600000000001,0.7659999999999999,7.2,12.2,3.365,2,0.789
2838.0,STUART,91.434,0.787,7.1,12.15,3.392,2,0.7759999999999999
2838.5,STUART,69.312,0.8740000000000001,4.6,10.4,3.293,2,0.763
2839.0,STUART,54.828,1.0290000000000001,0.8,8.2,3.395,2,0.75
2839.5,STUART,50.854,1.149,0.3,6.85,3.5,2,0.737
2840.0,STUART,54.632,1.09,1.0,7.4,3.576,2,0.7240000000000001
2840.5,STUART,56.835,0.924,4.1,8.45,3.555,2,0.711
2841.0,STUART,60.393,0.7879999999999999,7.1,10.05,3.591,2,0.6970000000000001
2841.5,STUART,58.94,0.733,8.1,11.15,3.576,2,0.684
2842.0,STUART,49.718999999999994,0.754,6.1,10.75,3.6689999999999996,2,0.6709999999999999
2842.5,STUART,41.403999999999996,0.8190000000000001,3.5,9.55,3.872,2,0.6579999999999999
2843.0,STUART,36.084,0.882,1.6,8.2,4.125,2,0.645
2843.5,STUART,29.344,0.897,0.1,7.25,4.23,2,0.632
2844.0,STUART,24.072,0.841,-0.6,6.8,4.302,2,0.618
2844.5,STUART,22.62,0.733,-2.5,7.65,4.348,2,0.605
2845.0,STUART,22.408,0.597,-3.8,9.5,4.29,2,0.5920000000000001
2845.5,STUART,21.184,0.469,-2.7,11.05,4.255,2,0.579
2846.0,STUART,21.796,0.375,-2.3,13.35,4.213,2,0.5660000000000001
2846.5,STUART,23.925,0.314,-1.8,15.1,4.363,2,0.5529999999999999
2847.0,STUART,24.464000000000002,0.278,-1.3,16.15,4.495,2,0.539
2847.5,STUART,26.039,0.257,-1.9,16.55,4.602,2,0.526
2848.0,STUART,27.491,0.247,-2.5,16.45,4.544,2,0.513
2848.5,STUART,28.193,0.249,-2.4,16.3,4.587,2,0.5
2849.0,STUART,28.634,0.265,-1.9,16.15,4.678,2,0.48700000000000004
2849.5,STUART,29.809,0.299,-1.0,15.2,4.8660000000000005,2,0.474
2850.0,STUART,31.171999999999997,0.349,-1.5,14.15,4.783,2,0.461
2850.5,STUART,33.448,0.418,-1.1,12.65,4.688,2,0.447
2851.0,STUART,33.514,0.503,-1.2,11.3,4.628,2,0.434
2851.5,STUART,35.146,0.593,-0.5,10.05,4.387,2,0.42100000000000004
2852.0,STUART,35.953,0.6709999999999999,-0.7,9.45,4.291,2,0.408
2852.5,STUART,35.178000000000004,0.7290000000000001,-0.6,9.0,4.178,2,0.395
2853.0,STUART,36.109,0.773,0.1,8.35,4.203,2,0.382
2853.5,STUART,38.769,0.82,1.3,7.55,4.262,2,0.368
2854.0,STUART,39.510999999999996,0.873,1.3,7.05,4.387,2,0.355
2854.5,STUART,40.523,0.927,2.6,6.5,4.006,2,0.342
2855.0,STUART,42.693999999999996,0.9640000000000001,2.8,6.8,3.718,2,0.32899999999999996
2855.5,STUART,45.297,0.9590000000000001,3.0,7.3,3.594,2,0.316
2856.0,STUART,48.145,0.915,3.8,8.2,3.46,2,0.303
2856.5,STUART,51.041000000000004,0.862,5.9,8.75,3.333,2,0.289
2857.0,STUART,56.125,0.825,7.4,9.3,3.3360000000000003,2,0.276
2857.5,STUART,62.205,0.807,6.4,9.9,3.362,2,0.263
2858.0,STUART,64.865,0.794,4.7,10.25,3.2439999999999998,2,0.25
2858.5,STUART,68.186,0.7709999999999999,4.1,10.25,3.174,2,0.237
2859.0,STUART,72.421,0.743,4.1,10.55,3.174,2,0.22399999999999998
2859.5,STUART,74.322,0.73,4.5,10.65,3.187,2,0.21100000000000002
2860.0,STUART,72.543,0.748,4.1,10.35,3.359,2,0.19699999999999998
2860.5,STUART,65.672,0.8140000000000001,3.5,9.05,3.6180000000000003,2,0.184
2861.0,STUART,57.153,0.951,1.7,6.75,3.9019999999999997,2,0.171
2861.5,STUART,46.056000000000004,1.148,0.1,4.55,4.221,2,0.158
2862.0,STUART,37.961,1.324,0.0,3.3,4.561,2,0.145
2862.5,STUART,33.579,1.402,-0.2,2.8,4.7989999999999995,2,0.132
2863.0,STUART,31.212,1.439,-0.4,2.7,4.874,2,0.11800000000000001
2863.5,STUART,30.176,1.486,-0.5,2.55,4.787,2,0.105
2864.0,STUART,29.858,1.507,-0.7,2.75,4.622,2,0.092
2864.5,STUART,29.923000000000002,1.433,-0.6,3.3,4.375,2,0.079
2865.0,STUART,34.428000000000004,1.2790000000000001,0.0,4.0,4.115,2,0.066
2865.5,STUART,39.935,1.1340000000000001,0.8,4.6,3.9789999999999996,2,0.053
2866.0,STUART,39.935,1.1340000000000001,0.8,4.6,3.9789999999999996,2,0.053
2866.5,STUART,46.823,1.05,1.3,5.15,3.727,2,0.039
2867.0,STUART,57.968999999999994,1.01,2.0,5.2,3.537,2,0.026000000000000002
2867.5,STUART,71.24600000000001,0.9540000000000001,2.3,5.65,3.4819999999999998,2,0.013000000000000001
2868.0,STUART,82.54799999999999,0.843,3.2,7.2,3.532,1,1.0
2868.5,STUART,92.119,0.718,4.9,8.95,3.484,1,0.968
2869.0,STUART,93.564,0.635,7.0,11.1,3.4019999999999997,1,0.935
2869.5,STUART,86.26,0.615,9.0,11.9,3.486,1,0.903
2870.0,STUART,77.097,0.637,9.5,11.25,3.56,1,0.871
2870.5,STUART,67.68,0.6509999999999999,9.2,10.7,3.4730000000000003,1,0.8390000000000001
2871.0,STUART,64.04899999999999,0.639,8.5,10.65,3.4010000000000002,1,0.8059999999999999
2871.5,STUART,67.566,0.621,7.5,11.45,3.307,1,0.774
2872.0,STUART,69.72800000000001,0.604,7.1,12.45,3.28,1,0.742
2872.5,STUART,67.96600000000001,0.5820000000000001,8.3,13.45,3.253,1,0.71
2873.0,STUART,65.803,0.565,9.6,13.5,3.284,1,0.677
2873.5,STUART,62.351000000000006,0.575,10.1,11.85,3.405,1,0.645
2874.0,STUART,59.512,0.621,10.1,9.65,3.5039999999999996,1,0.613
2874.5,STUART,61.176,0.691,9.9,8.15,3.5869999999999997,1,0.581
2875.0,STUART,65.75399999999999,0.7509999999999999,9.6,7.7,3.605,1,0.5479999999999999
2875.5,STUART,66.66,0.768,9.0,8.2,3.505,1,0.516
2876.0,STUART,64.604,0.742,8.0,8.9,3.411,1,0.484
2876.5,STUART,61.699,0.696,7.0,9.2,3.319,1,0.452
2877.0,STUART,58.353,0.657,5.6,9.3,3.265,1,0.419
2877.5,STUART,55.928999999999995,0.64,4.2,9.2,3.167,1,0.387
2878.0,STUART,57.413999999999994,0.64,4.0,9.1,3.181,1,0.355
2878.5,STUART,60.393,0.64,3.8,9.3,3.133,1,0.32299999999999995
2879.0,STUART,65.90100000000001,0.636,4.2,9.9,3.1630000000000003,1,0.29
2879.5,STUART,71.385,0.635,5.8,10.8,3.1310000000000002,1,0.258
2880.0,STUART,75.816,0.625,4.9,13.55,2.997,1,0.226
2880.5,STUART,75.334,0.5870000000000001,5.6,15.9,2.938,1,0.19399999999999998
2881.0,STUART,72.69,0.5579999999999999,4.8,18.5,2.969,1,0.129
2881.5,STUART,68.635,0.5579999999999999,6.9,19.45,3.1039999999999996,1,0.09699999999999999
2882.0,STUART,60.695,0.52,7.5,21.25,3.147,1,0.065
2882.5,STUART,51.645,0.501,5.6,18.1,3.3539999999999996,1,0.032
2883.0,STUART,41.918,0.5479999999999999,7.0,10.9,3.764,2,1.0
2883.5,STUART,32.991,0.633,7.7,6.35,4.109,2,0.968
2884.0,STUART,28.258000000000003,0.705,5.0,6.1,4.154,2,0.935
2884.5,STUART,26.635,0.769,4.1,5.35,4.321000000000001,2,0.903
2885.0,STUART,25.541,0.847,3.6,4.8,4.476,2,0.871
2885.5,STUART,23.795,0.948,2.3,4.45,4.565,2,0.8390000000000001
2886.0,STUART,20.719,1.061,2.2,3.5,4.615,2,0.8059999999999999
2886.5,STUART,18.499000000000002,1.139,2.4,3.2,4.696000000000001,2,0.774
2887.0,STUART,19.445999999999998,1.1179999999999999,1.5,4.65,4.668,2,0.742
2887.5,STUART,21.388,1.0190000000000001,1.0,7.1,4.579,2,0.71
2888.0,STUART,24.178,0.9079999999999999,1.2,9.2,4.292,2,0.677
2888.5,STUART,27.638,0.812,0.0,11.1,4.046,2,0.645
2889.0,STUART,31.669,0.7240000000000001,0.9,11.45,3.822,2,0.613
2889.5,STUART,39.389,0.627,3.4,11.2,3.6289999999999996,2,0.581
2890.0,STUART,49.385,0.535,6.4,11.5,3.517,2,0.5479999999999999
2890.5,STUART,58.516000000000005,0.488,9.0,11.4,3.4739999999999998,2,0.516
2891.0,STUART,66.619,0.511,9.2,10.8,3.613,2,0.484
2891.5,STUART,67.296,0.602,6.4,9.5,3.862,2,0.452
2892.0,STUART,57.798,0.745,3.7,8.25,4.052,2,0.419
2892.5,STUART,48.169,0.912,1.1,7.45,4.2410000000000005,2,0.387
2893.0,STUART,41.437,1.045,0.4,6.3,4.476,2,0.355
2893.5,STUART,39.348,1.117,0.1,5.35,4.712,2,0.32299999999999995
2894.0,STUART,49.312,1.1440000000000001,1.0,4.5,4.56,2,0.29
2894.5,STUART,61.983999999999995,1.143,0.7,4.85,4.605,2,0.258
2895.0,STUART,73.506,1.122,0.9,5.75,4.574,2,0.226
2895.5,STUART,74.208,1.095,0.3,6.85,4.478,2,0.19399999999999998
2896.0,STUART,67.819,1.072,-0.7,7.55,4.444,2,0.161
2896.5,STUART,61.625,1.057,-1.2,7.4,4.439,2,0.129
2897.0,STUART,61.625,1.057,-1.2,7.4,4.439,2,0.129
2897.5,STUART,55.481,1.041,-0.9,6.55,4.335,2,0.09699999999999999
2898.0,STUART,57.251000000000005,0.98,-0.1,5.75,3.907,2,0.065
2898.5,STUART,67.28,0.84,-0.6,7.1,3.58,2,0.032
2899.0,STUART,76.02,0.6859999999999999,0.7,9.45,3.23,1,1.0
2899.5,STUART,84.45700000000001,0.603,2.5,12.45,2.967,1,0.9470000000000001
2900.0,STUART,89.01899999999999,0.595,4.6,14.9,2.7939999999999996,1,0.895
2900.5,STUART,89.93299999999999,0.591,3.9,18.55,2.7889999999999997,1,0.8420000000000001
2901.0,STUART,89.38600000000001,0.539,4.5,22.55,2.861,1,0.789
2901.5,STUART,89.427,0.479,6.2,25.4,2.935,1,0.737
2902.0,STUART,87.51700000000001,0.461,7.6,24.4,3.128,1,0.684
2902.5,STUART,83.74700000000001,0.485,8.7,23.15,3.284,1,0.632
2903.0,STUART,78.304,0.541,6.1,21.25,3.332,1,0.579
2903.5,STUART,71.858,0.635,8.5,15.95,3.485,1,0.526
2904.0,STUART,64.70100000000001,0.737,5.0,15.7,3.471,1,0.474
2904.5,STUART,64.293,0.752,1.7,17.15,3.45,1,0.42100000000000004
2905.0,STUART,67.158,0.6859999999999999,-0.3,19.95,3.2760000000000002,1,0.368
2905.5,STUART,72.47800000000001,0.631,0.2,20.4,3.1710000000000003,1,0.316
2906.0,STUART,78.068,0.614,5.0,18.1,3.252,1,0.21100000000000002
2906.5,STUART,73.008,0.5920000000000001,2.4,20.1,3.175,1,0.158
2907.0,STUART,64.64399999999999,0.5429999999999999,1.7,22.35,3.302,1,0.105
2907.5,STUART,49.801,0.5379999999999999,0.0,20.8,3.551,1,0.053
2908.0,STUART,35.937,0.628,-2.8,16.8,3.96,2,1.0
2908.5,STUART,24.203000000000003,0.743,-0.3,12.35,4.454,2,0.963
2909.0,STUART,15.985999999999999,0.777,-0.2,11.5,4.657,2,0.9259999999999999
2909.5,STUART,12.036,0.773,-0.5,10.55,4.593999999999999,2,0.889
2910.0,STUART,12.745999999999999,0.787,-1.2,9.2,4.437,2,0.852
2910.5,STUART,14.843,0.809,-1.6,7.7,4.351,2,0.815
2911.0,STUART,17.087,0.8059999999999999,-1.0,6.8,4.242,2,0.778
2911.5,STUART,17.977,0.765,0.3,6.45,4.105,2,0.741
2912.0,STUART,18.834,0.701,-0.1,7.15,4.279,2,0.7040000000000001
2912.5,STUART,19.258,0.644,0.4,7.4,4.669,2,0.667
2913.0,STUART,19.062,0.61,0.6,7.8,5.19,2,0.63
2913.5,STUART,18.637999999999998,0.6,1.8,7.6,5.527,2,0.593
2914.0,STUART,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556
2914.5,STUART,19.552,0.581,3.1,6.95,6.16,2,0.519
2915.0,STUART,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004
2915.5,STUART,23.371,0.45,-1.0,11.3,5.315,2,0.444
2916.0,STUART,25.468000000000004,0.391,-1.3,13.75,4.918,2,0.40700000000000003
2916.5,STUART,26.291999999999998,0.377,-2.3,14.85,4.521,2,0.37
2917.0,STUART,27.736,0.41100000000000003,-3.6,14.1,4.4430000000000005,2,0.33299999999999996
2917.5,STUART,29.784000000000002,0.48200000000000004,-3.1,11.85,4.3469999999999995,2,0.29600000000000004
2918.0,STUART,31.041,0.578,-2.2,9.4,4.416,2,0.259
2918.5,STUART,30.837,0.6829999999999999,-0.4,7.4,4.394,2,0.222
2919.0,STUART,32.64,0.807,1.0,5.6,4.343,2,0.185
2919.5,STUART,33.571,0.9420000000000001,1.6,4.5,4.086,2,0.14800000000000002
2920.0,STUART,39.56,1.003,1.9,4.55,3.8110000000000004,2,0.111
2920.5,STUART,47.475,0.9309999999999999,1.5,6.15,3.625,2,0.07400000000000001
2921.0,STUART,56.443000000000005,0.821,2.3,8.05,3.3930000000000002,2,0.037000000000000005
2921.5,STUART,64.79899999999999,0.7509999999999999,3.4,9.6,3.12,1,1.0
2922.0,STUART,69.72,0.711,3.0,12.4,3.03,1,0.95
2922.5,STUART,72.51100000000001,0.637,3.5,16.35,2.984,1,0.9
2923.0,STUART,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85
2923.5,STUART,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85
2924.0,STUART,73.425,0.45799999999999996,5.2,21.6,2.92,1,0.8
2924.5,STUART,71.328,0.486,3.1,17.35,2.995,1,0.75
2925.0,STUART,68.937,0.5870000000000001,4.1,13.25,3.122,1,0.7
2925.5,STUART,66.562,0.6709999999999999,1.3,13.25,3.2430000000000003,1,0.65
2926.0,STUART,64.63600000000001,0.6629999999999999,3.2,13.3,3.324,1,0.6
2926.5,STUART,66.619,0.625,4.0,13.6,3.33,1,0.55
2927.0,STUART,66.619,0.625,4.0,13.6,3.33,1,0.55
2927.5,STUART,65.624,0.635,3.2,12.4,3.3089999999999997,1,0.5
2928.0,STUART,65.322,0.68,3.3,9.65,3.315,1,0.45
2928.5,STUART,67.035,0.7070000000000001,2.4,8.6,3.2319999999999998,1,0.4
2929.0,STUART,68.194,0.693,3.0,8.8,3.157,1,0.35
2929.5,STUART,69.149,0.6459999999999999,3.0,10.4,3.034,1,0.3
2930.0,STUART,72.20100000000001,0.588,3.2,13.2,3.052,1,0.25
2930.5,STUART,73.77600000000001,0.542,4.4,16.0,3.1319999999999997,1,0.2
2931.0,STUART,72.609,0.525,5.5,17.55,3.31,1,0.15
2931.5,STUART,66.86399999999999,0.55,5.3,16.55,3.625,1,0.1
2932.0,STUART,53.702,0.62,5.7,13.75,4.003,1,0.05
2932.5,STUART,40.474000000000004,0.713,4.7,11.15,4.2780000000000005,2,1.0
2933.0,STUART,28.12,0.774,2.2,10.5,4.537,2,0.9
2933.5,STUART,20.213,0.769,-1.1,10.95,4.6819999999999995,2,0.8
2934.0,STUART,19.192999999999998,0.732,-1.0,11.1,4.546,2,0.7
2934.5,STUART,20.449,0.6990000000000001,-0.7,10.65,4.386,2,0.6
2935.0,STUART,21.355,0.679,-0.1,9.95,4.28,2,0.5
2935.5,STUART,21.641,0.6679999999999999,1.3,8.95,4.221,2,0.4
2936.0,STUART,24.203000000000003,0.653,2.6,8.3,4.099,2,0.3
2936.5,STUART,34.574,0.613,2.4,9.0,3.66,2,0.2
2937.0,STUART,45.231,0.5479999999999999,2.3,10.45,3.4960000000000004,2,0.1
2937.5,STUART,56.427,0.498,2.9,11.35,3.338,1,1.0
2938.0,STUART,67.06,0.504,1.7,11.65,3.135,1,0.9440000000000001
2938.5,STUART,70.83800000000001,0.5579999999999999,2.0,10.8,3.012,1,0.889
2939.0,STUART,69.932,0.612,3.3,10.05,3.0660000000000003,1,0.833
2939.5,STUART,74.52600000000001,0.633,4.1,10.25,3.109,1,0.778
2940.0,STUART,77.611,0.626,5.0,11.0,3.063,1,0.722
2940.5,STUART,78.59,0.605,5.9,11.55,3.092,1,0.667
2941.0,STUART,76.729,0.591,5.7,11.95,3.051,1,0.611
2941.5,STUART,74.11,0.608,3.7,10.95,3.07,1,0.556
2942.0,STUART,66.407,0.653,2.2,9.6,2.997,1,0.5
2942.5,STUART,64.081,0.693,1.4,8.6,3.093,1,0.444
2943.0,STUART,65.885,0.705,0.9,8.55,3.1060000000000003,1,0.389
2943.5,STUART,70.29899999999999,0.696,1.4,9.0,3.085,1,0.33299999999999996
2944.0,STUART,70.29899999999999,0.696,1.4,9.0,3.085,1,0.33299999999999996
2944.5,STUART,74.551,0.677,3.1,9.65,3.0660000000000003,1,0.278
2945.0,STUART,79.65899999999999,0.643,3.4,12.5,2.9019999999999997,1,0.222
2945.5,STUART,80.402,0.573,-2.8,19.3,2.9819999999999998,1,0.16699999999999998
2946.0,STUART,74.649,0.483,-0.5,23.95,3.14,1,0.111
2946.5,STUART,63.428999999999995,0.461,0.2,24.2,3.3939999999999997,1,0.055999999999999994
2947.0,STUART,47.916000000000004,0.598,-7.6,18.9,3.762,2,1.0
2947.5,STUART,32.469,0.912,-1.4,9.8,4.314,2,0.929
2948.0,STUART,20.718000000000004,1.222,-2.9,7.85,4.863,2,0.857
2948.5,STUART,15.015,1.2329999999999999,-1.6,6.4,4.813,2,0.7859999999999999
2949.0,STUART,14.084000000000001,1.084,-1.1,6.55,4.644,2,0.7140000000000001
2949.5,STUART,15.937000000000001,0.9620000000000001,-0.4,7.4,4.6339999999999995,2,0.643
2950.0,STUART,19.348,0.9009999999999999,-1.0,7.9,4.545,2,0.5710000000000001
2950.5,STUART,21.469,0.9059999999999999,-1.1,6.75,4.5760000000000005,2,0.5
2951.0,STUART,22.587,0.9690000000000001,-1.4,5.5,4.527,2,0.429
2951.5,STUART,25.721,1.079,-0.9,4.45,4.512,2,0.35700000000000004
2952.0,STUART,29.45,1.2,0.0,4.0,4.437,2,0.28600000000000003
2952.5,STUART,36.313,1.169,-3.3,6.95,3.97,2,0.214
2953.0,STUART,49.49100000000001,0.909,-8.9,13.85,3.695,2,0.14300000000000002
2953.5,STUART,69.222,0.469,-6.0,27.9,3.3510000000000004,1,1.0
2954.0,STUART,70.968,0.444,-2.5,28.85,3.49,1,0.75
2954.5,STUART,65.37899999999999,0.501,-0.3,22.75,3.9,1,0.5
2955.0,STUART,54.093,0.56,-0.5,16.75,4.126,1,0.25
2955.5,STUART,41.633,0.541,3.9,11.55,4.482,2,1.0
2956.0,STUART,33.644,0.439,3.8,11.7,4.707,2,0.976
2956.5,STUART,28.976999999999997,0.321,1.3,14.45,4.447,2,0.951
2957.0,STUART,24.611,0.23199999999999998,-1.1,17.25,4.481,2,0.927
2957.5,STUART,24.154,0.184,-2.9,19.65,4.327,2,0.902
2958.0,STUART,25.639,0.17300000000000001,-2.4,20.5,4.302,2,0.878
2958.5,STUART,25.956999999999997,0.191,-2.4,19.9,4.294,2,0.8540000000000001
2959.0,STUART,38.965,0.266,-2.1,17.05,4.228,2,0.805
2959.5,STUART,45.354,0.301,0.2,14.8,4.127,2,0.78
2960.0,STUART,53.645,0.327,2.6,12.6,3.908,2,0.7559999999999999
2960.5,STUART,60.163999999999994,0.33799999999999997,3.8,12.2,3.74,2,0.732
2961.0,STUART,64.032,0.33399999999999996,5.5,13.15,3.5380000000000003,2,0.7070000000000001
2961.5,STUART,66.774,0.32299999999999995,7.9,14.75,3.5580000000000003,2,0.6829999999999999
2962.0,STUART,68.423,0.313,8.1,15.75,3.4760000000000004,2,0.659
2962.5,STUART,63.501999999999995,0.318,6.1,14.75,3.682,2,0.634
2963.0,STUART,57.903999999999996,0.349,2.8,12.9,3.937,2,0.61
2963.5,STUART,52.935,0.415,2.3,10.25,4.133,2,0.585
2964.0,STUART,45.125,0.507,2.3,8.45,4.248,2,0.561
2964.5,STUART,39.927,0.605,3.5,6.75,4.468,2,0.537
2965.0,STUART,36.215,0.703,2.4,6.0,4.575,2,0.512
2965.5,STUART,31.253,0.787,2.3,4.45,4.5569999999999995,2,0.488
2966.0,STUART,28.445999999999998,0.8320000000000001,2.2,3.4,4.573,2,0.46299999999999997
2966.5,STUART,27.296,0.821,1.2,4.4,4.79,2,0.439
2967.0,STUART,28.944000000000003,0.755,-0.4,7.3,4.887,2,0.415
2967.5,STUART,31.596,0.659,-1.6,11.0,4.824,2,0.39
2968.0,STUART,33.211999999999996,0.574,-3.1,14.45,4.765,2,0.366
2968.5,STUART,34.689,0.517,-3.0,16.4,4.766,2,0.341
2969.0,STUART,39.266,0.493,-1.9,16.15,4.705,2,0.317
2969.5,STUART,50.103,0.499,-2.0,14.6,4.453,2,0.293
2970.0,STUART,65.167,0.525,-1.6,13.1,4.3660000000000005,2,0.268
2970.5,STUART,76.436,0.557,-0.6,11.7,4.289,2,0.244
2971.0,STUART,92.88600000000001,0.628,-0.2,9.4,4.272,2,0.195
2971.5,STUART,99.64299999999999,0.6829999999999999,-0.3,7.95,4.395,2,0.171
2972.0,STUART,101.585,0.757,0.0,6.5,4.51,2,0.146
2972.5,STUART,95.775,0.85,1.6,4.9,4.53,2,0.122
2973.0,STUART,87.036,0.951,2.1,3.95,4.456,2,0.098
2973.5,STUART,72.331,1.0190000000000001,2.6,3.6,4.056,2,0.073
2974.0,STUART,58.858999999999995,0.991,3.4,3.9,3.7119999999999997,2,0.049
2974.5,STUART,60.931999999999995,0.857,1.3,7.35,3.3710000000000004,2,0.024
2975.0,STUART,67.655,0.675,-0.8,14.4,3.1310000000000002,1,1.0
2975.5,STUART,77.219,0.528,6.8,20.9,3.008,1,0.977
2976.0,STUART,82.115,0.45899999999999996,10.6,24.2,2.988,1,0.953
2976.5,STUART,84.865,0.446,9.4,23.7,3.134,1,0.93
2977.0,STUART,84.384,0.449,13.3,21.45,3.409,1,0.907
2977.5,STUART,81.77199999999999,0.44299999999999995,14.8,20.9,3.483,1,0.884
2978.0,STUART,78.998,0.444,16.5,20.65,3.438,1,0.8370000000000001
2978.5,STUART,79.896,0.457,14.9,20.15,3.423,1,0.8140000000000001
2979.0,STUART,79.194,0.462,14.8,19.9,3.45,1,0.7909999999999999
2979.5,STUART,78.99,0.451,13.5,19.65,3.3930000000000002,1,0.767
2980.0,STUART,79.21,0.441,15.1,18.95,3.475,1,0.7440000000000001
2980.5,STUART,78.1,0.451,15.6,17.5,3.478,1,0.721
2981.0,STUART,78.59,0.489,14.3,16.75,3.505,1,0.698
2981.5,STUART,79.439,0.544,12.7,15.25,3.478,1,0.674
2982.0,STUART,81.29899999999999,0.5760000000000001,11.5,14.65,3.4530000000000003,1,0.6509999999999999
